"Restaurant.Name","Address","Inspection.Fail.Count","Inspection.Pass.Count","Violation.Level1.Count","Violation.Level2.Count","Violation.Level3.Count","Violation.Pass.Count","Violation.Fail.Count","Violation.2010.Count","Violation.2011.Count","Violation.2012.Count","Violation.2013.Count","Violation.2014.Count","Violation.2015.Count","Violation.2016.Count","Violation.2017.Count","Violation.2018.Count","Violation.2019.Count","Violation.2020.Count","Price","review_count_total","review_count_anuave","year_count","ave_rating","latest_review","earliest_review","inactive_years","Yelp","Food.Inspection","lon","lat","Land_Parcel_ID","GIS_ID","Blk_ID_10","BG_ID_10","CT_ID_10"
"Strega Waterfront","One Marina Park Dr56 Northern Ave On GPSBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",569,56.9,10,3.567294366,2019,2010,0,1,0,-71.0454,42.3532,602671035,602671035,250250606001001,250250606001,25025060600
"honeygrow","100 Northern AveBoston, MA 02210",7,5,21,4,18,19,24,0,0,0,0,0,0,0,0,23,14,6,"$",51,17,3,3.199398278,2019,2017,0,1,1,-71.0433696,42.3523787,602671039,602671039,250250606001001,250250606001,25025060600
"Sorelle Bakery & Cafe","100 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",20,6.666666667,3,2.734848485,2019,2017,0,1,0,-71.0433696,42.3523787,602671039,602671039,250250606001001,250250606001,25025060600
"Water Cafe","100 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",16,2,8,3.385416667,2016,2009,3,1,0,-71.0433696,42.3523787,602671039,602671039,250250606001001,250250606001,25025060600
"wagamama - seaport","100 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",144,48,3,3.771645022,2019,2017,0,1,0,-71.0433696,42.3523787,602671039,602671039,250250606001001,250250606001,25025060600
"Sorelle","100  Northern AVE Boston MA 2210",6,4,21,10,14,20,25,0,0,0,0,0,0,0,14,10,6,15,"0",0,0,0,0,0,0,0,0,1,-71.043074,42.352856,602671041,602671041,250250606001001,250250606001,25025060600
"Institute Of Contemporary Art/Water Cafe","70   Northern AV Boston MA 2210",6,3,16,2,4,8,14,2,4,0,0,4,8,4,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.043012,42.352885,602671041,602671041,250250606001001,250250606001,25025060600
"SunBar at the ICA","25 Harbor Shore DrBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0431374,42.3528958,602671041,602671041,250250606001001,250250606001,25025060600
"Wagamama","100  Northern AVE Boston MA 2210",1,1,2,6,2,6,6,0,0,0,0,0,0,0,0,0,12,0,"0",0,0,0,0,0,0,0,0,1,-71.043074,42.352856,602671041,602671041,250250606001001,250250606001,25025060600
"Spirit of Boston","200 Seaport BlvdCommonwealth PierBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$$",145,11.15384615,13,3.276320042,2019,2007,0,1,0,-71.0403538,42.351518,602672000,602672000,250250606001001,250250606001,25025060600
"Seafood Clams","160 Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0428592,42.3505219,602672000,602672000,250250606001001,250250606001,25025060600
"Baruffis Italian Eatery","Comnwlth PierBoston, MA 02108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0403538,42.351518,602672000,602672000,250250606001001,250250606001,25025060600
"Coffee Cafe","200   Seaport BLVD Boston MA 2210",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04099,42.35001,602672000,602672000,250250606001001,250250606001,25025060600
"Another Fish","4 Fish Pier St WBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0398448,42.3493931,602673002,602673002,250250606001001,250250606001,25025060600
"Ideal Seafood","21 Fish Pier St EBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0370202,42.351677,602673002,602673002,250250606001001,250250606001,25025060600
"Tub Fisheries","4 Fish Pier St WBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0398448,42.3493931,602673002,602673002,250250606001001,250250606001,25025060600
"Beau's Seafood","9 Fish Pier St EBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",1,1,1,5,2019,2019,0,1,0,-71.0375152,42.3510103,602673002,602673002,250250606001001,250250606001,25025060600
"Trio Cafe Boston","33A Boston Fish PierBoston, MA 02210",10,4,83,0,29,51,61,0,0,0,0,3,12,14,40,17,26,0,"$$",5,1.666666667,3,3.333333333,2018,2013,1,1,1,-71.0377738,42.3511865,602673002,602673002,250250606001001,250250606001,25025060600
"Sunny's Seafood","1 Fish Pier St WBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0381594,42.350396,602673002,602673002,250250606001001,250250606001,25025060600
"No Name Restaurant","15 Fish Pier St EBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",1028,68.53333333,15,2.773317166,2019,2005,0,1,0,-71.0380163,42.3503378,602673002,602673002,250250606001001,250250606001,25025060600
"Atlantic Sea Pride","16 Fish Pier St WBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0387959,42.3506534,602673002,602673002,250250606001001,250250606001,25025060600
"Collins Cove Fish","4 Fish Pier St WBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0398448,42.3493931,602673002,602673002,250250606001001,250250606001,25025060600
"Fish Pier Sandwich","33 Fish Pier St EBoston, MA 02210",1,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,1,-71.0397309,42.3495817,602673002,602673002,250250606001001,250250606001,25025060600
"Mantia John & Sons Company","32-34 Fish PierBoston, MA 02108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.038061,42.3513046,602673002,602673002,250250606001001,250250606001,25025060600
"Golden Banks Seafood","1 Fish Pier RdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0381594,42.350396,602673002,602673002,250250606001001,250250606001,25025060600
"Del Frisco's Double Eagle Steakhouse","250 Northern AveSte 200Boston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$$",1000,111.1111111,9,3.522911254,2019,2011,0,1,0,-71.0381694,42.3488167,602673120,602673120,250250606001001,250250606001,25025060600
"Legal Harborside","270 Northern AveBoston, MA 02210",5,1,10,2,2,3,11,0,0,6,0,2,3,0,0,1,2,0,"$$$",1369,152.1111111,9,3.661688487,2019,2011,0,1,1,-71.0377109,42.3486426,602673120,602673120,250250606001001,250250606001,25025060600
"75 on Liberty Wharf","220 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",246,30.75,8,3.206556828,2019,2012,0,1,0,-71.0388891,42.3491069,602673120,602673120,250250606001001,250250606001,25025060600
"Temazcal Tequila Cantina","250 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",809,89.88888889,9,3.166341674,2019,2011,0,1,0,-71.0381694,42.3488167,602673120,602673120,250250606001001,250250606001,25025060600
"Tony C's Sports Bar & Grill","250 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",516,57.33333333,9,2.54445312,2019,2011,0,1,0,-71.0381694,42.3488167,602673120,602673120,250250606001001,250250606001,25025060600
"Constitution Lobster Clambake","8 Seafood WayBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",1,1,1,5,2013,2013,6,1,0,-71.031112,42.3489456,602674003,602674003,250259812021003,250259812021,25025981202
"Pacific American Fish","8 Fid Kennedy AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.031112,42.3489456,602674003,602674003,250259812021003,250259812021,25025981202
"Byrnes Michael Seafood","8 Fid Kennedy AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.031112,42.3489456,602674003,602674003,250259812021003,250259812021,25025981202
"Chill Gelato","1   Design Center PL Boston MA 2210",1,1,12,0,2,7,7,0,0,0,0,0,0,0,0,14,0,0,"0",0,0,0,0,0,0,0,0,1,-71.03343,42.344195,602674012,602674012,250259812021019,250259812021,25025981202
"Jared's Grilled Chez","21 Dry Dock AveBoston, MA 02210",3,3,18,0,6,12,12,0,0,0,0,0,6,10,8,0,0,0,"no value",0,0,1,0,0,0,0,1,1,-71.0310592,42.3444358,602674013,602674013,250259812021019,250259812021,25025981202
"The Farmacy Cafe","25 Drydock AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",7,3.5,2,4,2019,2018,0,1,0,-71.0289878,42.3444763,602674013,602674013,250259812021019,250259812021,25025981202
"Mei Mei by Design","21   Dry Dock AVE Boston MA 2210",2,2,14,0,4,9,9,0,0,0,0,0,10,0,8,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.030938,42.344254,602674013,602674013,250259812021019,250259812021,25025981202
"Yankee Lobster","23 Drydock AveBoston, MA 02210",5,4,22,0,13,17,18,0,0,0,0,0,0,20,6,6,3,0,"no value",4,2,2,4.333333333,2019,2018,0,1,1,-71.0300039,42.3442395,602674013,602674013,250259812021019,250259812021,25025981202
"Chickadee","21 Drydock AveBoston, MA 02210",2,1,4,2,2,3,5,0,0,0,0,0,0,0,0,0,6,2,"no value",111,55.5,2,4.542424242,2019,2018,0,1,1,-71.0310592,42.3444358,602674013,602674013,250259812021019,250259812021,25025981202
"Munch","21  Dry Dock Av Boston MA 2210",2,2,10,0,2,6,6,0,0,0,0,0,0,0,6,6,0,0,"0",0,0,0,0,0,0,0,0,1,-71.030938,42.344254,602674013,602674013,250259812021019,250259812021,25025981202
"Fare Well","23   Dry Dock AVE Boston MA 2210",2,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,2,"0",0,0,0,0,0,0,0,0,1,-71.029925,42.344257,602674013,602674013,250259812021019,250259812021,25025981202
"Triangle Coffee","21   Dry Dock AVE Boston MA 2210",3,0,4,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,"0",0,0,0,0,0,0,0,0,1,-71.030938,42.344254,602674013,602674013,250259812021019,250259812021,25025981202
"SCOLA'S CAFE","88  Black Falcon AVE Boston MA 2210",9,7,59,4,38,48,53,0,0,0,0,0,24,9,35,14,16,3,"0",0,0,0,0,0,0,0,0,1,-71.02251,42.3439,602674015,602674015,250259812021018,250259812021,25025981202
"Scola's Sandwich","88 Black Falcon AveBoston, MA 02210",5,5,36,4,2,21,21,8,6,18,10,0,0,0,0,0,0,0,"$",19,1.9,10,3.616666667,2019,2008,0,1,1,-71.0242402,42.3437604,602674015,602674015,250259812021018,250259812021,25025981202
"Au Bon Pain","660 Summer StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0379373,42.3455475,602674020,602674020,250250606001054,250250606001,25025060600
"Puritan Fish","5 Fid Kennedy AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0325978,42.3469726,602674035,602674060,250259812021031,250259812021,25025981202
"Seafood Specialties","312 Northern AveSouth Boston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.032621,42.346675,602674035,602674060,250259812021031,250259812021,25025981202
"Fresh Water Fish","312 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.032621,42.346675,602674035,602674060,250259812021031,250259812021,25025981202
"B & M Fish","312 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.032621,42.346675,602674035,602674060,250259812021031,250259812021,25025981202
"Yankee Lobster","300 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",1677,119.7857143,14,3.962648685,2019,2006,0,1,0,-71.0358488,42.3479724,602674035,602674035,250259812021031,250259812021,25025981202
"Hale G P & Co","310 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0335382,42.3461256,602674035,602674060,250259812021031,250259812021,25025981202
"O'hara F J & Sons","5 Fid Kennedy AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0325978,42.3469726,602674035,602674060,250259812021031,250259812021,25025981202
"Harpoon Brewery Beer Hall","306   Northern AVE Boston MA 2210",3,1,6,0,0,2,4,0,0,0,4,0,0,0,0,0,1,1,"0",0,0,0,0,0,0,0,0,1,-71.034157,42.346919,602674045,602674225,250259812021031,250259812021,25025981202
"Cirque Du Soleil","6  Tide St Boston MA 2210",1,1,2,0,6,4,4,0,0,4,0,4,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.031808,42.345809,602674065,602674065,250259812021023,250259812021,25025981202
"Gloucester Seafood Wholesale","339 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0329228,42.3451351,602674130,602674130,250259812021017,250259812021,25025981202
"Hamilton R S & Co","339 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0329228,42.3451351,602674130,602674130,250259812021017,250259812021,25025981202
"Foods From the Sea","7 Channel StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0375659,42.3459294,602674145,602674145,250250606001054,250250606001,25025060600
"Pete's Dockside","12 Channel StBoston, MA 02210",9,4,38,2,10,23,27,0,0,12,5,6,6,10,8,1,0,2,"$",109,9.909090909,11,4.145989305,2019,2008,0,1,1,-71.0368694,42.3454762,602674150,602674150,250250606001094,250250606001,25025060600
"Drydock Cafe","7 Drydock AveBoston, MA 02210",12,10,107,4,16,62,65,2,0,8,18,12,16,16,32,13,0,10,"$$",59,4.538461538,13,3.789377289,2019,2007,0,1,1,-71.0365832,42.3444999,602674175,602674175,250259812021022,250259812021,25025981202
"Centerplate @ Blue Hills Bank Pavilion","290   Northern AV Boston MA 2210",6,7,57,4,10,40,31,6,0,10,0,10,10,18,9,8,0,0,"0",0,0,0,0,0,0,0,0,1,-71.03656,42.348163,602674210,602674215,250250606001062,250250606001,25025060600
"Blue State Coffee","155 Seaport BlvdBoston, MA 02210",7,3,11,4,8,9,14,0,0,0,0,0,8,2,1,4,8,0,"$$",38,6.333333333,6,3.965740741,2019,2014,0,1,1,-71.0428274,42.3498191,602677001,602677001,250250606001013,250250606001,25025060600
"Rosa Mexicano","155 Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",657,82.125,8,3.188630833,2019,2012,0,1,0,-71.0428274,42.3498191,602677001,602677001,250250606001013,250250606001,25025060600
"Starbucks","601   Congress ST Boston MA 2210",1,1,4,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,"0",0,0,0,0,0,0,0,0,1,-71.039879,42.347435,602678701,602678701,250250606001063,250250606001,25025060600
"MANULIFE","601   Congress ST Boston MA 2210",9,4,31,2,12,16,29,4,4,4,1,3,3,3,3,20,0,0,"0",0,0,0,0,0,0,0,0,1,-71.039879,42.347435,602678701,602678701,250250606001063,250250606001,25025060600
"Tamo Bistro & Bar","1 Seaport LnBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",163,14.81818182,11,3.174223326,2019,2009,0,1,0,-71.0415124,42.34924,602679000,602679000,250250606001012,250250606001,25025060600
"Seaport Bakery","1 Seaport LnBoston, MA 02210",26,13,124,20,26,77,93,7,21,34,7,16,18,12,14,31,2,8,"no value",1,1,1,4,2019,2019,0,1,1,-71.0415124,42.34924,602679000,602679000,250250606001012,250250606001,25025060600
"Aura Restaurant","1 Seaport LnBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",84,6,14,2.937797619,2019,2006,0,1,0,-71.0415124,42.34924,602679000,602679000,250250606001012,250250606001,25025060600
"Cosi","2 Seaport LnBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",27,4.5,6,2.160912698,2019,2014,0,1,0,-71.0407695,42.3489645,602679025,602679025,250250606001009,250250606001,25025060600
"Morton's The Steakhouse","2 Seaport LnBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$$",326,27.16666667,12,3.86804056,2019,2008,0,1,0,-71.0407695,42.3489645,602679025,602679025,250250606001009,250250606001,25025060600
"SODEXO @ CABOT CORP.","2   Seaport LN Boston MA 2210",2,0,3,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,1,-71.040843,42.348928,602679025,602679025,250250606001009,250250606001,25025060600
"Cosi No.  214","2   Seaport LN Boston MA 2210",7,4,22,2,10,14,20,0,0,0,0,0,11,1,2,14,6,0,"0",0,0,0,0,0,0,0,0,1,-71.040843,42.348928,602679025,602679025,250250606001009,250250606001,25025060600
"Fresh City","2   Seaport LN Boston MA 2210",5,2,12,2,7,9,12,6,10,5,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.040843,42.348928,602679025,602679025,250250606001009,250250606001,25025060600
"Morton's of Chicago","2   Seaport LN Boston MA 2210",8,4,40,8,1,18,31,8,0,1,0,2,0,24,1,3,10,0,"0",0,0,0,0,0,0,0,0,1,-71.040843,42.348928,602679025,602679025,250250606001009,250250606001,25025060600
"Larry J's BBQ Cafe","600 D StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",147,18.375,8,3.727637115,2019,2012,0,1,0,-71.0396767,42.3486769,602679025,602679025,250250606001009,250250606001,25025060600
"Sapóre Ristorante & Bar","606 Congress StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",46,11.5,4,3.034375,2019,2016,0,1,0,-71.039098,42.3480847,602680100,602680100,250250606001064,250250606001,25025060600
"Renaissance Hotel (Starbucks)","606  Congress St Boston MA 2210",5,1,7,0,0,1,6,0,0,0,2,0,0,1,1,0,3,0,"0",0,0,0,0,0,0,0,0,1,-71.03913,42.348192,602680100,602680100,250250606001064,250250606001,25025060600
"LTK Bar and Kitchen and Legal Test Kitchen","225  Northern AVE Boston MA 2210",6,2,18,2,2,6,16,0,0,2,1,3,0,3,3,10,0,0,"0",0,0,0,0,0,0,0,0,1,-71.039263,42.348075,602680100,602680100,250250606001064,250250606001,25025060600
"Renaissance Hotel (Club Lounge)","606  Congress St Boston MA 2210",2,1,6,2,0,3,5,0,0,0,0,2,0,0,6,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.03913,42.348192,602680100,602680100,250250606001064,250250606001,25025060600
"Renaissance Hotel (Main Kitchen)","606  Congress St Boston MA 2210",6,4,17,2,8,12,15,0,0,0,4,4,0,5,2,6,6,0,"0",0,0,0,0,0,0,0,0,1,-71.03913,42.348192,602680100,602680100,250250606001064,250250606001,25025060600
"Renaissance Hotel (Employee Cafe)","606  Congress St Boston MA 2210",2,2,10,0,0,5,5,0,0,0,0,0,0,0,8,2,0,0,"0",0,0,0,0,0,0,0,0,1,-71.03913,42.348192,602680100,602680100,250250606001064,250250606001,25025060600
"J. Pace & Son Uptown","225  Northern AVE Boston MA 2210",9,5,48,10,6,28,36,0,0,8,10,3,3,12,2,10,0,16,"0",0,0,0,0,0,0,0,0,1,-71.039263,42.348075,602680100,602680100,250250606001064,250250606001,25025060600
"Renaissance Hotel (Lobby Lounge)","606  Congress St Boston MA 2210",4,0,4,0,0,0,4,0,0,0,1,1,0,0,1,1,0,0,"0",0,0,0,0,0,0,0,0,1,-71.03913,42.348192,602680100,602680100,250250606001064,250250606001,25025060600
"Legal Test Kitchen","225 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",807,57.64285714,14,3.259798677,2019,2006,0,1,0,-71.0385873,42.3483314,602680120,602680120,250250606001065,250250606001,25025060600
"NO NAME","15  Boston Fish Pier  Boston MA 2210",16,6,101,4,11,49,67,14,0,1,18,8,5,29,33,6,2,0,"0",0,0,0,0,0,0,0,0,1,-71.039261,42.348585,602680120,602680120,250250606001065,250250606001,25025060600
"J Pace & Son","1 Park LnBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",144,13.09090909,11,4.025134425,2019,2009,0,1,0,-71.038123,42.3480293,602680200,602680200,250250606001065,250250606001,25025060600
"Lucky's Lounge","355 Congress StBoston, MA 02210",18,9,107,12,21,60,80,18,10,6,8,14,16,9,3,28,28,0,"$$",611,40.73333333,15,3.686930166,2019,2005,0,1,1,-71.0485232,42.3500305,602684000,602684000,250250606001032,250250606001,25025060600
"Row 34","383 Congress StBoston, MA 02210",8,5,37,10,16,28,35,0,0,0,0,12,6,3,0,22,18,2,"$$$",1451,207.2857143,7,4.292989069,2019,2013,0,1,1,-71.0475283,42.3495958,602687000,602687000,250250606001032,250250606001,25025060600
"Starbucks Coffee","305   Congress ST Boston MA 2210",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,1,-71.050594,42.351231,602691000,602691000,250250606001026,250250606001,25025060600
"Bon Me - Fort Point","313 Congress StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",63,12.6,5,3.561428571,2019,2015,0,1,0,-71.0501018,42.3511912,602692000,602692000,250250606001026,250250606001,25025060600
"Bon Me Restaurant","313   Congress ST Boston MA 2210",7,2,20,2,3,9,16,0,0,0,0,0,0,1,3,5,16,0,"0",0,0,0,0,0,0,0,0,1,-71.0502,42.35111,602692000,602692000,250250606001026,250250606001,25025060600
"The Smoke Shop BBQ - Seaport","343 Congress StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",203,67.66666667,3,3.799788907,2019,2017,0,1,0,-71.0495492,42.3504549,602694000,602694000,250250606001025,250250606001,25025060600
"Smoke Shop BBQ","343   Congress ST Boston MA 2210",11,8,67,18,16,48,53,0,0,0,0,14,1,18,12,14,22,20,"0",0,0,0,0,0,0,0,0,1,-71.04938,42.35059,602694000,602694000,250250606001025,250250606001,25025060600
"Pastoral - Artisan Pizza, Kitchen & Bar","345 Congress StFort PointBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",442,73.66666667,6,3.692091794,2019,2014,0,1,0,-71.0490783,42.3505765,602694000,602694000,250250606001025,250250606001,25025060600
"Cafe 300","300 Summer St BsmtBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0491732,42.3499931,602696000,602696000,250250606001026,250250606001,25025060600
"CHANNEL CAFE","300   Summer ST Boston MA 2210",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04923,42.35003,602696000,602696000,250250606001026,250250606001,25025060600
"Buco Trattoria","300 Summer StBoston, MA 02210",7,3,53,18,12,39,44,0,0,0,0,0,6,1,22,10,44,0,"$$",23,4.6,5,4.09,2019,2015,0,1,1,-71.0491732,42.3499931,602696000,602696000,250250606001026,250250606001,25025060600
"MARCO POLO","274   Summer ST Boston MA 2127",6,2,19,0,2,8,13,0,0,6,10,1,2,0,2,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05007,42.35043,602699000,602699000,250250606001026,250250606001,25025060600
"Dunkin' Donuts","268   Summer ST Boston MA 2210",6,1,20,0,0,7,13,0,0,2,0,8,8,0,2,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.050275,42.350514,602700000,602700000,250250606001026,250250606001,25025060600
"Papagayo","281   Summer ST Boston MA 2210",7,3,54,2,6,27,35,0,4,0,0,12,5,3,38,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05006,42.34984,602704000,602704000,NA,NA,NA
"Blue Dragon","324 A StBoston, MA 02210",6,4,39,2,16,27,30,0,0,0,2,5,2,0,0,32,16,0,"$$",524,74.85714286,7,3.377169099,2019,2013,0,1,1,-71.0495678,42.3492996,602707000,602707000,250250612001003,250250612001,25025061200
"Nourish Your Soul","15   Channel Center ST Boston MA 2127",4,3,21,0,2,11,12,0,0,0,3,12,8,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05112,42.345668,602750050,602750050,250250612001030,250250612001,25025061200
"Squeeze Juice Company","15   Channel Center ST Boston MA 2127",4,4,26,0,12,19,19,0,0,0,0,0,0,12,12,8,6,0,"0",0,0,0,0,0,0,0,0,1,-71.05112,42.345668,602750050,602750050,250250612001030,250250612001,25025061200
"Squeeze Juice Company","15 Channel CtrBoston, MA 02210",4,2,17,0,0,7,10,0,0,0,0,0,0,0,2,7,8,0,"$$",9,3,3,3.611111111,2019,2017,0,1,1,-71.0513553,42.3454288,602750050,602750050,250250612001030,250250612001,25025061200
"Oak + Rowan","321 A St Fort PointBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",186,46.5,4,3.661693349,2019,2016,0,1,0,-71.0493123,42.3490856,602751100,602761100,250250612001030,250250612001,25025061200
"Internal Matter","35   Channel Center ST Boston MA 2210",1,1,8,0,6,7,7,0,0,0,0,0,0,14,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.050561,42.346397,602751300,602751300,NA,NA,NA
"Mrs. B's Cafe","30 Channel Center StBoston, MA 02210",11,5,29,0,8,14,23,0,6,1,3,12,2,1,3,2,7,0,"$$",35,3.888888889,9,2.04047619,2019,2011,0,1,1,-71.0515044,42.3460016,602757045,602757045,250250612001031,250250612001,25025061200
